Groupe;Numéro;Libellé groupe;Sexe;Boursier des lycées (code);Boursier des lycées;Boursier (Code);Boursier;Type établissement;Type établissement (Code);UAI établissement;Libellé établissement;Commune établissement;Département établissement;Pays établissement;Pays établissement (Code);Série/Domaine/Filière;Spécialité/Mention/Voie;Spécialité (Code);Série diplôme;Série diplôme (Code);Dominante diplôme (Code);Dominante diplôme;Spécialité diplôme;Spécialité diplôme (Code);Date de validation;Candidature validée (O/N);Candidature validée (Code) 
14114;364224;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0332870R;Lycée De La Mer;Gujan-Mestras;33;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;25/03/2018;Oui;1
14084;688835;Bac S;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0870015U;Lycée Gay-Lussac;Limoges;87;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;28/03/2018;Oui;1
60251;1115110;Bac STD2A;F;0;Non;0;Non boursier;;;;AFPI LIMOUSIN;LIMOGES;87;France;99100;;;;Sciences Technologiques du Design et des Arts Appliquées;STD2A;;;;;12/03/2018;Oui;1
1539;371501;Autres candidats;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0690092A;Lycée professionnel du 1er Film;Lyon 8e  Arrondissement;69;France;99100;P;Artisanat et métiers d'art - option communication visuelle pluri média;299;Professionnelle;P;;;Artisanat et métiers d'art - option communication visuelle pluri média;299;31/03/2018;Oui;1
14084;386775;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0420018S;Lycée Beauregard;Montbrison;42;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;24/03/2018;Oui;1
14084;579828;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0371418R;Lycée Jacques De Vaucanson;Tours;37;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;28/03/2018;Oui;1
14084;170356;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0791062A;Lycée de la Venise Verte;Niort;79;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;;Non;0
14114;739100;Bac STI2D;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0470065R;Lycée Sainte Catherine;Villeneuve-sur-Lot;47;France;99100;STI2D;Energies et environnement;338;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Energies et environnement;338;28/03/2018;Oui;1
1539;1050413;Autres candidats;F;0;Non;0;Non boursier;;;;Cape Peninsula university of technology;CAPE TOWN;99;Afrique Du Sud;99303;;;;Générale;GEN;;;;;30/03/2018;Oui;1
14119;439990;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0110023R;Lycée polyvalent Louise Michel;Narbonne;11;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;28/03/2018;Oui;1
14084;689039;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870015U;Lycée Gay-Lussac;Limoges;87;France;99100;S;Mathématiques;11;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;31/03/2018;Oui;1
14114;1253288;Bac STI2D;M;0;Non;0;Non boursier;Université;4;0870669E;Université de Limoges;Limoges;87;France;99100;;;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;31/03/2018;Oui;1
14084;277188;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0330088S;Lycée Max Linder;Libourne;33;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;25/03/2018;Oui;1
14084;1057665;Bac S;M;0;Non;0;Non boursier;Université;4;0640251A;Université de Pau et des Pays de l'Adour;Pau;64;France;99100;;;;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;31/03/2018;Oui;1
14084;707996;Bac S;F;0;Non;0;Non boursier;Lycée sans classe postbac;2;0190058K;Lycée Bossuet;Brive-la-Gaillarde;19;France;99100;S;Mathématiques;11;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;04/03/2018;Oui;1
14119;510969;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0561534N;Lycée Benjamin Franklin;Auray;56;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;29/03/2018;Oui;1
14114;519959;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0030026M;Lycée Paul Constans;Montluçon;3;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;30/03/2018;Oui;1
14084;768069;Bac S;F;0;Non;0;Non boursier;Lycée sans classe postbac;2;0332831Y;Lycée Sud Medoc La Boétie;Le Taillan-Médoc;33;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;29/03/2018;Oui;1
1539;261545;Autres candidats;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870118F;Lycée Raoul Dautry;Limoges;87;France;99100;STL;Biotechnologies;272;Sciences et technologie de laboratoire;STL;;;Biotechnologies;272;31/03/2018;Oui;1
14114;650336;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0312289V;Lycée Pierre-Paul Riquet;Saint-Orens-de-Gameville;31;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;31/03/2018;Oui;1
14119;329827;Bac ES;F;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0870017W;Lycée Auguste Renoir;Limoges;87;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;29/03/2018;Oui;1
14118;353321;Bac L;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0851344Z;Lycée Notre Dame;Fontenay-le-Comte;85;France;99100;L;Mathématiques;11;Littéraire;L;;;Mathématiques;11;30/03/2018;Oui;1
14114;352030;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0710012C;Lycée Nicéphore Niepce;Chalon-sur-Saône;71;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;28/03/2018;Oui;1
14114;575003;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0560051B;Lycée Alain René Lesage;Vannes;56;France;99100;STI2D;Innovation Technologique et Eco conception;339;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;24/03/2018;Oui;1
14119;476060;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0790007D;Lycée Maurice Genevoix;Bressuire;79;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;29/03/2018;Oui;1
14084;723537;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0190010H;Lycée Georges Cabanis;Brive-la-Gaillarde;19;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;31/03/2018;Oui;1
14084;336700;Bac S;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0950647M;Lycée Gerard De Nerval;Luzarches;95;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;27/03/2018;Oui;1
14084;292528;Bac S;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0870045B;Lycée Bernard Palissy;Saint-Léonard-de-Noblat;87;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;30/03/2018;Oui;1
14084;134452;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0160980D;Lycée Privé Polyvalent Roc Fleuri;Ruffec;16;France;99100;S;Mathématiques;11;Scientifique;S;5;Ecologie, Agronomie et Territoires;Mathématiques;11;11/03/2018;Oui;1
14084;1197764;Bac S;M;0;Non;0;Non boursier;;;;;;;;;;;;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;25/03/2018;Oui;1
14119;1155962;Bac ES;F;0;Non;0;Non boursier;;;;;;;;;;;;Economique et social;ES;;;Sciences sociales et politiques;353;31/03/2018;Oui;1
14114;416735;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0240026Y;Lycée Albert Claveille;Périgueux;24;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;29/03/2018;Oui;1
14084;475921;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0790007D;Lycée Maurice Genevoix;Bressuire;79;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;25/03/2018;Oui;1
14114;519762;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0350793X;Lycée Frédéric OZANAM;Cesson-Sévigné;35;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;29/03/2018;Oui;1
14084;326635;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0850006V;Lycée Georges CLEMENCEAU;Chantonnay;85;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;24/03/2018;Oui;1
14084;317329;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0180035R;Lycée Edouard Vaillant;Vierzon;18;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;28/03/2018;Oui;1
14119;802618;Bac ES;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0693267B;Lycée Notre Dame De Bel Air;Tarare;69;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;29/03/2018;Oui;1
14084;298463;Bac S;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0360008N;Lycée Jean Giraudoux;Châteauroux;36;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;31/03/2018;Oui;1
14114;758820;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0762169V;Lycée Pablo Neruda;Dieppe;76;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;26/03/2018;Oui;1
14084;189744;Bac S;F;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0692717D;Lycée Jacques Brel;Vénissieux;69;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;30/03/2018;Oui;1
14084;723450;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0190010H;Lycée Georges Cabanis;Brive-la-Gaillarde;19;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;26/03/2018;Oui;1
14114;781503;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0320067Z;Lycée des Métiers - Le Garros;Auch;32;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;28/03/2018;Oui;1
14119;385233;Bac ES;F;0;Non;0;Non boursier;Lycée sans classe postbac;2;0400046H;Lycée Saint-Exupery;Parentis-en-Born;40;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;21/03/2018;Oui;1
14084;167055;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870016V;Lycée Leonard Limosin;Limoges;87;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;29/03/2018;Oui;1
60249;1141466;Bac Pro;M;0;Non;0;Non boursier;;;;;;;;;;;;Professionnelle;P;;;Systèmes électroniques numériques;203;27/02/2018;Oui;1
101103;373210;Bac STMG;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0861228T;Lycée Du Bois D'Amour;Poitiers;86;France;99100;STMG;Ressources Humaines et Communication;537;Sciences et Technologies du Management et de la Gestion;STMG;;;Ressources Humaines et Communication;537;30/03/2018;Oui;1
14118;837869;Bac L;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0492061Z;Lycée Auguste et Jean Renoir;Angers;49;France;99100;L;Arts plastiques;25;Littéraire;L;;;Arts plastiques;25;29/03/2018;Oui;1
14119;288372;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0030025L;Lycée Madame De Stael;Montluçon;3;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;25/03/2018;Oui;1
14114;764065;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0640001D;Lycée Cantau;Anglet;64;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;26/03/2018;Oui;1
14084;852713;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0370009J;Lycée Francois Rabelais;Chinon;37;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;29/03/2018;Oui;1
14119;260362;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0190011J;Lycée d'Arsonval;Brive-la-Gaillarde;19;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;19/03/2018;Oui;1
14114;838821;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0230051F;Lycée Jean Favard;Guéret;23;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;27/03/2018;Oui;1
14119;709991;Bac ES;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0160002R;Lycée Guez De Balzac;Angoulême;16;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;31/03/2018;Oui;1
14114;135806;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0442094M;Lycée Nicolas Appert;Orvault;44;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;30/03/2018;Oui;1
14119;851048;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0870040W;Lycée Paul Eluard;Saint-Junien;87;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;;Non;0
14084;166103;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0490054T;Lycée Fernand Renaudeau / La Mode;Cholet;49;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;30/03/2018;Oui;1
101103;251487;Bac STMG;M;0;Non;0;Non boursier;Lycée à classe postbac;1;9720726G;Lycée Joseph Pernock;Le Lorrain;972;France;99100;STMG;Ressources Humaines et Communication;537;Sciences et Technologies du Management et de la Gestion;STMG;;;Ressources Humaines et Communication;537;30/03/2018;Oui;1
1539;127202;Autres candidats;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0331424U;Lycée agricole de Bordeaux Blanquefort;Blanquefort;33;France;99100;STAV;;;Sciences et Technologies de l'agronomie et du vivant;STAV;;;Technologies de la production agricole;545;31/03/2018;Oui;1
14118;312390;Bac L;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0360009P;Lycée Pierre Et Marie Curie;Châteauroux;36;France;99100;L;Cinéma-audiovisuel;26;Littéraire;L;;;Cinéma-audiovisuel;26;25/03/2018;Oui;1
14084;365156;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870864S;Lycée Saint-Jean;Limoges;87;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;;Non;0
14084;383534;Bac S;F;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0492123S;Lycée Jean Moulin;Angers;49;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;;Non;0
14084;361818;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0160010Z;Lycée Elie Vinet;Barbezieux-Saint-Hilaire;16;France;99100;S;Pas de spécialité (S.I);36;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;30/03/2018;Oui;1
14119;449458;Bac ES;F;0;Non;0;Non boursier;Lycée sans classe postbac;2;0820020B;Lycée Michelet;Montauban;82;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;29/03/2018;Oui;1
14084;262101;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0330023W;Lycée Camille Jullian;Bordeaux;33;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;29/03/2018;Oui;1
14084;419553;Bac S;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0870050G;Lycée Jean Baptiste Darnet;Saint-Yrieix-la-Perche;87;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;29/03/2018;Oui;1
1539;580662;Autres candidats;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0451304Y;Lycée professionnel Francoise Dolto;Olivet;45;France;99100;P;Commercialisation et services en restauration;287;Professionnelle;P;;;Commercialisation et services en restauration;287;30/03/2018;Oui;1
14114;723550;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0190010H;Lycée Georges Cabanis;Brive-la-Gaillarde;19;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;30/03/2018;Oui;1
14084;519938;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0030026M;Lycée Paul Constans;Montluçon;3;France;99100;S;Mathématiques;11;Scientifique;S;2;Sciences de l'ingénieur;Mathématiques;11;29/03/2018;Oui;1
14119;388624;Bac ES;F;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0330089T;Lycée professionnel Industriel et Hotelier Jean Monnet;Libourne;33;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;;Non;0
14084;400036;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0160003S;Lycée Marguerite De Valois;Angoulême;16;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;28/03/2018;Oui;1
14084;802516;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0333273D;Lycée polyvalent Vaclav Havel;Bègles;33;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;31/03/2018;Oui;1
14119;784347;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0770940D;Lycée Etienne Bezout;Nemours;77;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;31/03/2018;Oui;1
